site_code,year,month,day,hour,minute,second,datetime,time_decimal,air_sample_container_id,value,value_unc,latitude,longitude,altitude,elevation,intake_height,method,event_number,instrument,analysis_datetime,qcflag
WGC,2007,9,20,21,47,35,9/20/2007 14:47,2007.720296,2/1/3089,384.96,-999.999,38.2645,-121.4904,486,2,484,C,242460,L3,9/27/2007 2:53,C..
WGC,2007,9,20,21,52,42,9/20/2007 14:52,2007.720306,3/1/3089,384.94,-999.999,38.2645,-121.4904,486,2,484,C,242461,L3,9/27/2007 3:08,C..
WGC,2007,9,20,22,10,5,9/20/2007 15:10,2007.720339,4/1/3089,383.72,-999.999,38.2645,-121.4904,486,2,484,C,242462,L3,9/27/2007 3:23,C..
WGC,2007,9,20,22,16,33,9/20/2007 15:16,2007.720351,5/1/3089,383.53,-999.999,38.2645,-121.4904,486,2,484,C,242463,L3,9/27/2007 3:38,C..
WGC,2007,9,20,22,39,13,9/20/2007 15:39,2007.720394,1/1/3089,382.16,-999.999,38.2645,-121.4904,486,2,484,C,242459,L3,9/27/2007 2:38,C..
WGC,2007,9,20,22,47,24,9/20/2007 15:47,2007.72041,7/1/3089,381.43,-999.999,38.2645,-121.4904,486,2,484,C,242464,L3,9/27/2007 3:53,C..
WGC,2007,9,21,22,16,33,9/21/2007 15:16,2007.723091,8/1/3089,390.77,-999.999,38.2645,-121.4904,91.1,2,89.1,C,242465,L3,9/27/2007 4:08,.SC
WGC,2007,9,22,22,10,1,9/22/2007 15:10,2007.725818,9/1/3089,393.86,-999.999,38.2645,-121.4904,486,2,484,C,242466,L3,9/27/2007 4:23,.SC
WGC,2007,9,22,22,16,26,9/22/2007 15:16,2007.72583,10/1/3089,388.09,-999.999,38.2645,-121.4904,91.1,2,89.1,C,242467,L3,9/27/2007 4:38,.SC
WGC,2007,9,23,22,16,25,9/23/2007 15:16,2007.72857,11/1/3089,379.55,-999.999,38.2645,-121.4904,486,2,484,C,242468,L3,9/27/2007 4:53,.SC
WGC,2007,9,24,22,9,25,9/24/2007 15:09,2007.731296,1/1/3148,384,-999.999,38.2645,-121.4904,91.1,2,89.1,C,242866,L3,10/5/2007 5:30,.SC
WGC,2007,9,24,22,15,52,9/24/2007 15:15,2007.731309,2/1/3148,384.93,-999.999,38.2645,-121.4904,486,2,484,C,242867,L3,10/5/2007 5:44,.SC
WGC,2007,9,25,22,9,24,9/25/2007 15:09,2007.734036,3/1/3148,388.4,-999.999,38.2645,-121.4904,91.1,2,89.1,C,242868,L3,10/5/2007 5:59,.SC
WGC,2007,9,26,22,9,22,9/26/2007 15:09,2007.736776,4/1/3148,385.26,-999.999,38.2645,-121.4904,91.1,2,89.1,C,242869,L3,10/5/2007 6:14,.SC
WGC,2007,9,27,22,15,47,9/27/2007 15:15,2007.739528,5/1/3148,387.77,-999.999,38.2645,-121.4904,486,2,484,C,242870,L3,10/5/2007 6:29,.SC
WGC,2007,9,28,22,15,44,9/28/2007 15:15,2007.742267,6/1/3148,381.87,-999.999,38.2645,-121.4904,486,2,484,C,242871,L3,10/5/2007 6:44,.SC
WGC,2007,9,29,22,8,31,9/29/2007 15:08,2007.744993,7/1/3148,380.75,-999.999,38.2645,-121.4904,91.1,2,89.1,C,242872,L3,10/5/2007 6:58,C.C
WGC,2007,9,30,22,15,40,9/30/2007 15:15,2007.747747,8/1/3148,383.46,-999.999,38.2645,-121.4904,486,2,484,C,242873,L3,10/5/2007 7:13,.SC
WGC,2007,10,1,22,9,44,10/1/2007 15:09,2007.750475,1/1/3067,383.48,-999.999,38.2645,-121.4904,91.1,2,89.1,C,243151,L3,10/11/2007 20:32,..C
WGC,2007,10,2,22,9,42,10/2/2007 15:09,2007.753215,2/1/3067,381.62,-999.999,38.2645,-121.4904,91.1,2,89.1,C,243152,L3,10/11/2007 20:47,..C
WGC,2007,10,2,22,16,56,10/2/2007 15:16,2007.753229,3/1/3067,382.24,-999.999,38.2645,-121.4904,486,2,484,C,243153,L3,10/11/2007 21:02,..C
WGC,2007,10,3,22,10,25,10/3/2007 15:10,2007.755956,4/1/3067,384.5,-999.999,38.2645,-121.4904,91.1,2,89.1,C,243154,L3,10/11/2007 21:17,.SC
WGC,2007,10,4,22,10,22,10/4/2007 15:10,2007.758696,5/1/3067,380.62,-999.999,38.2645,-121.4904,91.1,2,89.1,C,243155,L3,10/11/2007 21:32,.SC
WGC,2007,10,5,22,10,16,10/5/2007 15:10,2007.761435,6/1/3067,381.99,-999.999,38.2645,-121.4904,91.1,2,89.1,C,243156,L3,10/11/2007 21:46,.SC
WGC,2007,10,5,22,16,43,10/5/2007 15:16,2007.761447,7/1/3067,382.43,-999.999,38.2645,-121.4904,486,2,484,C,243157,L3,10/11/2007 22:01,.SC
WGC,2007,10,6,22,10,12,10/6/2007 15:10,2007.764175,8/1/3067,381.56,-999.999,38.2645,-121.4904,91.1,2,89.1,C,243158,L3,10/11/2007 22:16,.SC
WGC,2007,10,8,22,10,1,10/8/2007 15:10,2007.769654,1/1/3096,388.02,-999.999,38.2645,-121.4904,486,2,484,C,243442,L3,10/19/2007 2:37,.SC
WGC,2007,10,8,22,16,30,10/8/2007 15:16,2007.769666,2/1/3096,387.97,-999.999,38.2645,-121.4904,486,2,484,C,243443,L3,10/19/2007 2:52,.SC
WGC,2007,10,9,22,9,56,10/9/2007 15:09,2007.772393,3/1/3096,384.82,-999.999,38.2645,-121.4904,486,2,484,C,243444,L3,10/19/2007 3:07,.SC
WGC,2007,10,9,22,16,22,10/9/2007 15:16,2007.772406,4/1/3096,384.86,-999.999,38.2645,-121.4904,486,2,484,C,243445,L3,10/19/2007 3:22,.SC
WGC,2007,10,10,22,9,52,10/10/2007 15:09,2007.775133,5/1/3096,386.29,-999.999,38.2645,-121.4904,486,2,484,C,243446,L3,10/19/2007 3:36,.SC
WGC,2007,10,10,22,18,21,10/10/2007 15:18,2007.775149,6/1/3096,386.14,-999.999,38.2645,-121.4904,486,2,484,C,243447,L3,10/19/2007 3:51,.SC
WGC,2007,10,11,22,9,53,10/11/2007 15:09,2007.777873,7/1/3096,390.64,-999.999,38.2645,-121.4904,486,2,484,C,243448,L3,10/19/2007 4:06,.SC
WGC,2007,10,11,22,18,18,10/11/2007 15:18,2007.777889,8/1/3096,390,-999.999,38.2645,-121.4904,486,2,484,C,243449,L3,10/19/2007 4:21,.SC
WGC,2007,10,12,22,9,50,10/12/2007 15:09,2007.780612,9/1/3096,396.17,-999.999,38.2645,-121.4904,486,2,484,C,243450,L3,10/19/2007 4:35,.SC
WGC,2007,10,13,22,18,18,10/13/2007 15:18,2007.783368,10/1/3096,389.69,-999.999,38.2645,-121.4904,486,2,484,C,243451,L3,10/19/2007 4:50,.SC
WGC,2007,10,14,22,9,50,10/14/2007 15:09,2007.786092,11/1/3096,408.78,-999.999,38.2645,-121.4904,486,2,484,C,243452,L3,10/19/2007 5:05,.SC
WGC,2007,10,14,22,18,19,10/14/2007 15:18,2007.786108,12/1/3096,409.42,-999.999,38.2645,-121.4904,486,2,484,C,243453,L3,10/19/2007 5:20,.SC
WGC,2007,10,16,22,8,52,10/16/2007 15:08,2007.791569,1/1/3040,386.56,-999.999,38.2645,-121.4904,91.1,2,89.1,C,243793,L3,10/25/2007 1:40,.SC
WGC,2007,10,17,22,8,47,10/17/2007 15:08,2007.794309,2/1/3040,384.95,-999.999,38.2645,-121.4904,91.1,2,89.1,C,243794,L3,10/25/2007 1:55,.SC
WGC,2007,10,18,22,8,46,10/18/2007 15:08,2007.797049,3/1/3040,388.56,-999.999,38.2645,-121.4904,91.1,2,89.1,C,243795,L3,10/25/2007 2:10,.SC
WGC,2007,10,20,22,8,39,10/20/2007 15:08,2007.802528,4/1/3040,387.32,-999.999,38.2645,-121.4904,91.1,2,89.1,C,243796,L3,10/25/2007 2:25,.SC
WGC,2007,10,22,18,55,23,10/22/2007 11:55,2007.80764,5/1/3040,444.93,-999.999,38.2645,-121.4904,9,2,7,C,243797,L3,10/25/2007 2:39,CSC
WGC,2007,10,22,19,2,9,10/22/2007 12:02,2007.807652,6/1/3040,385.25,-999.999,38.2645,-121.4904,486,2,484,C,243798,L3,10/25/2007 2:54,.SC
WGC,2007,10,22,19,12,2,10/22/2007 12:12,2007.807671,7/1/3040,385.34,-999.999,38.2645,-121.4904,486,2,484,C,243799,L3,10/25/2007 3:09,.SC
WGC,2007,10,22,19,18,35,10/22/2007 12:18,2007.807684,8/1/3040,386.71,-999.999,38.2645,-121.4904,486,2,484,C,243800,L3,10/25/2007 3:24,.SC
WGC,2007,10,22,19,22,9,10/22/2007 12:22,2007.807691,9/1/3040,457.32,-999.999,38.2645,-121.4904,9,2,7,C,243801,L3,10/25/2007 3:39,CSC
WGC,2007,10,22,19,37,57,10/22/2007 12:37,2007.807721,10/1/3040,386.18,-999.999,38.2645,-121.4904,486,2,484,C,243802,L3,10/25/2007 3:54,.SC
WGC,2007,10,22,19,56,15,10/22/2007 12:56,2007.807755,11/1/3040,287.81,-999.999,38.2645,-121.4904,486,2,484,C,243803,L3,10/25/2007 4:03,CSC
WGC,2007,10,22,20,15,45,10/22/2007 13:15,2007.807793,1/1/3122,388.72,-999.999,38.2645,-121.4904,486,2,484,C,244357,L3,11/2/2007 2:22,..C
WGC,2007,10,22,22,10,3,10/22/2007 15:10,2007.80801,2/1/3122,389.7,-999.999,38.2645,-121.4904,91.1,2,89.1,C,244358,L3,11/2/2007 2:37,..C
WGC,2007,10,22,22,18,34,10/22/2007 15:18,2007.808026,3/1/3122,389.88,-999.999,38.2645,-121.4904,486,2,484,C,244359,L3,11/2/2007 2:52,..C
WGC,2007,10,23,22,9,56,10/23/2007 15:09,2007.810749,4/1/3122,395.58,-999.999,38.2645,-121.4904,91.1,2,89.1,C,244360,L3,11/2/2007 3:06,.SC
WGC,2007,10,23,22,18,25,10/23/2007 15:18,2007.810766,5/1/3122,393.37,-999.999,38.2645,-121.4904,486,2,484,C,244361,L3,11/2/2007 3:21,.SC
WGC,2007,10,24,22,9,58,10/24/2007 15:09,2007.813489,6/1/3122,417.26,-999.999,38.2645,-121.4904,91.1,2,89.1,C,244362,L3,11/2/2007 3:36,.SC
WGC,2007,10,24,22,18,28,10/24/2007 15:18,2007.813505,7/1/3122,416.87,-999.999,38.2645,-121.4904,486,2,484,C,244363,L3,11/2/2007 3:51,.SC
WGC,2007,10,25,22,10,1,10/25/2007 15:10,2007.816229,8/1/3122,399.75,-999.999,38.2645,-121.4904,91.1,2,89.1,C,244364,L3,11/2/2007 4:06,.SC
WGC,2007,10,25,22,18,29,10/25/2007 15:18,2007.816245,9/1/3122,400.44,-999.999,38.2645,-121.4904,486,2,484,C,244365,L3,11/2/2007 4:20,.SC
WGC,2007,10,26,22,9,58,10/26/2007 15:09,2007.818969,10/1/3122,398.45,-999.999,38.2645,-121.4904,91.1,2,89.1,C,244366,L3,11/2/2007 4:35,.SC
WGC,2007,10,26,22,18,25,10/26/2007 15:18,2007.818985,11/1/3122,398.38,-999.999,38.2645,-121.4904,486,2,484,C,244367,L3,11/2/2007 4:50,.SC
WGC,2007,10,27,22,9,56,10/27/2007 15:09,2007.821708,12/1/3122,391.4,-999.999,38.2645,-121.4904,91.1,2,89.1,C,244368,L3,11/2/2007 5:05,.SC
WGC,2007,10,29,19,52,19,10/29/2007 12:52,2007.826926,1/1/3006,401.06,-999.999,38.2645,-121.4904,486,2,484,C,244669,L3,11/8/2007 0:27,.SC
WGC,2007,10,29,22,10,4,10/29/2007 15:10,2007.827188,2/1/3006,394.41,-999.999,38.2645,-121.4904,91.1,2,89.1,C,244670,L3,11/8/2007 0:42,.SC
WGC,2007,10,29,22,18,31,10/29/2007 15:18,2007.827204,3/1/3006,392.4,-999.999,38.2645,-121.4904,486,2,484,C,244671,L3,11/8/2007 0:57,.SC
WGC,2007,10,30,22,10,0,10/30/2007 15:10,2007.829928,4/1/3006,393.15,-999.999,38.2645,-121.4904,91.1,2,89.1,C,244672,L3,11/8/2007 1:12,.SC
WGC,2007,10,30,22,18,29,10/30/2007 15:18,2007.829944,5/1/3006,393.85,-999.999,38.2645,-121.4904,486,2,484,C,244673,L3,11/8/2007 1:27,.SC
WGC,2007,10,31,22,10,3,10/31/2007 15:10,2007.832668,6/1/3006,398.18,-999.999,38.2645,-121.4904,91.1,2,89.1,C,244674,L3,11/8/2007 1:41,.SC
WGC,2007,10,31,22,18,32,10/31/2007 15:18,2007.832684,7/1/3006,397.95,-999.999,38.2645,-121.4904,486,2,484,C,244675,L3,11/8/2007 1:56,.SC
WGC,2007,11,1,22,10,6,11/1/2007 15:10,2007.835407,8/1/3006,398.52,-999.999,38.2645,-121.4904,91.1,2,89.1,C,244676,L3,11/8/2007 2:11,.SC
WGC,2007,11,1,22,18,33,11/1/2007 15:18,2007.835423,9/1/3006,394.65,-999.999,38.2645,-121.4904,486,2,484,C,244677,L3,11/8/2007 2:26,.SC
WGC,2007,11,2,22,9,54,11/2/2007 15:09,2007.838147,10/1/3006,394.86,-999.999,38.2645,-121.4904,91.1,2,89.1,C,244678,L3,11/8/2007 2:40,.SC
WGC,2007,11,2,22,18,22,11/2/2007 15:18,2007.838163,11/1/3006,394.23,-999.999,38.2645,-121.4904,486,2,484,C,244679,L3,11/8/2007 2:55,.SC
WGC,2007,11,3,22,9,53,11/3/2007 15:09,2007.840886,12/1/3006,400.01,-999.999,38.2645,-121.4904,91.1,2,89.1,C,244680,L3,11/8/2007 3:10,.SC
WGC,2007,11,5,20,20,55,11/5/2007 12:20,2007.846159,1/1/3089,388.42,-999.999,38.2645,-121.4904,486,2,484,C,245165,L3,11/15/2007 20:08,.SC
WGC,2007,11,5,22,9,42,11/5/2007 14:09,2007.846365,2/1/3089,395.59,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245166,L3,11/15/2007 20:22,.SC
WGC,2007,11,5,22,18,10,11/5/2007 14:18,2007.846382,3/1/3089,387.75,-999.999,38.2645,-121.4904,486,2,484,C,245167,L3,11/15/2007 20:37,.SC
WGC,2007,11,6,9,40,34,11/6/2007 1:40,2007.84768,4/1/3089,403.16,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245168,L3,11/15/2007 20:52,.SC
WGC,2007,11,6,22,4,38,11/6/2007 14:04,2007.849096,5/1/3089,396.57,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245169,L3,11/15/2007 21:07,.SC
WGC,2007,11,7,9,40,37,11/7/2007 1:40,2007.85042,6/1/3089,398.77,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245170,L3,11/15/2007 21:21,.SC
WGC,2007,11,7,22,4,37,11/7/2007 14:04,2007.851835,7/1/3089,402.78,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245171,L3,11/15/2007 21:36,.SC
WGC,2007,11,8,9,40,33,11/8/2007 1:40,2007.853159,8/1/3089,405.54,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245172,L3,11/15/2007 21:51,.SC
WGC,2007,11,8,22,4,33,11/8/2007 14:04,2007.854575,9/1/3089,401.12,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245173,L3,11/15/2007 22:06,.SC
WGC,2007,11,9,9,40,32,11/9/2007 1:40,2007.855899,10/1/3089,391.83,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245174,L3,11/15/2007 22:21,.SC
WGC,2007,11,9,22,4,32,11/9/2007 14:04,2007.857315,11/1/3089,389.97,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245175,L3,11/15/2007 22:35,.SC
WGC,2007,11,10,9,40,29,11/10/2007 1:40,2007.858639,12/1/3089,1316.56,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245176,L3,11/15/2007 22:50,CSC
WGC,2007,11,12,20,39,38,11/12/2007 12:39,2007.865372,1/1/3096,403.19,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245480,L3,11/26/2007 21:29,.SC
WGC,2007,11,12,22,4,54,11/12/2007 14:04,2007.865534,2/1/3096,399.47,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245481,L3,11/26/2007 21:44,.SC
WGC,2007,11,13,9,40,51,11/13/2007 1:40,2007.866859,3/1/3096,432.03,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245482,L3,11/26/2007 21:59,.SC
WGC,2007,11,13,22,4,53,11/13/2007 14:04,2007.868274,4/1/3096,399.14,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245483,L3,11/26/2007 22:13,.SC
WGC,2007,11,14,9,40,51,11/14/2007 1:40,2007.869598,5/1/3096,399.31,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245484,L3,11/26/2007 22:28,.SC
WGC,2007,11,14,22,4,55,11/14/2007 14:04,2007.871014,6/1/3096,401.72,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245485,L3,11/26/2007 22:43,.SC
WGC,2007,11,15,9,40,53,11/15/2007 1:40,2007.872338,7/1/3096,398.43,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245486,L3,11/26/2007 22:58,.SC
WGC,2007,11,15,22,4,54,11/15/2007 14:04,2007.873754,8/1/3096,404.29,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245487,L3,11/26/2007 23:13,.SC
WGC,2007,11,16,9,40,53,11/16/2007 1:40,2007.875078,9/1/3096,400.92,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245488,L3,11/26/2007 23:27,.SC
WGC,2007,11,16,22,4,53,11/16/2007 14:04,2007.876493,10/1/3096,388.21,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245489,L3,11/26/2007 23:42,.SC
WGC,2007,11,17,9,40,53,11/17/2007 1:40,2007.877818,11/1/3096,392.68,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245490,L3,11/26/2007 23:57,.SC
WGC,2007,11,17,22,4,51,11/17/2007 14:04,2007.879233,12/1/3096,388.51,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245491,L3,11/27/2007 0:12,.SC
WGC,2007,11,19,20,8,6,11/19/2007 12:08,2007.88449,1/1/3040,388.16,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245702,L3,11/29/2007 23:22,.SC
WGC,2007,11,19,22,4,44,11/19/2007 14:04,2007.884712,2/1/3040,389.75,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245703,L3,11/29/2007 23:37,.SC
WGC,2007,11,20,9,40,35,11/20/2007 1:40,2007.886036,3/1/3040,391.02,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245704,L3,11/29/2007 23:52,.SC
WGC,2007,11,20,22,4,30,11/20/2007 14:04,2007.887451,4/1/3040,388.28,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245705,L3,11/30/2007 0:07,.SC
WGC,2007,11,21,9,40,26,11/21/2007 1:40,2007.888776,5/1/3040,389.69,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245706,L3,11/30/2007 0:22,.SC
WGC,2007,11,21,22,4,23,11/21/2007 14:04,2007.890191,6/1/3040,409.28,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245707,L3,11/30/2007 0:36,.SC
WGC,2007,11,22,9,40,20,11/22/2007 1:40,2007.891515,7/1/3040,403.3,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245708,L3,11/30/2007 0:51,.SC
WGC,2007,11,22,22,4,20,11/22/2007 14:04,2007.892931,8/1/3040,390.27,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245709,L3,11/30/2007 1:06,.SC
WGC,2007,11,23,9,40,16,11/23/2007 1:40,2007.894255,9/1/3040,390.7,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245710,L3,11/30/2007 1:21,.SC
WGC,2007,11,23,19,28,45,11/23/2007 11:28,2007.895374,10/1/3040,388.68,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245711,L3,11/30/2007 1:35,.SC
WGC,2007,11,23,22,4,24,11/23/2007 14:04,2007.89567,11/1/3040,386.4,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245712,L3,11/30/2007 1:50,.SC
WGC,2007,11,24,9,40,15,11/24/2007 1:40,2007.896994,12/1/3040,401.77,-999.999,38.2645,-121.4904,91.1,2,89.1,C,245713,L3,11/30/2007 2:05,.SC
WGC,2007,11,26,22,5,39,11/26/2007 14:05,2007.903892,2/1/3122,406.44,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246039,L3,12/7/2007 3:37,.SC
WGC,2007,11,27,9,41,39,11/27/2007 1:41,2007.905216,3/1/3122,405.88,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246040,L3,12/7/2007 3:52,.SC
WGC,2007,11,27,22,3,38,11/27/2007 14:03,2007.906628,4/1/3122,904.95,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246041,L3,12/7/2007 4:07,C..
WGC,2007,11,28,9,39,36,11/28/2007 1:39,2007.907952,5/1/3122,527.36,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246042,L3,12/7/2007 4:21,CS.
WGC,2007,11,28,21,58,21,11/28/2007 13:58,2007.909358,1/1/3122,391.39,-999.999,38.2645,-121.4904,486,2,484,C,246038,L3,12/7/2007 3:22,C..
WGC,2007,11,29,22,40,21,11/29/2007 14:40,2007.912177,6/1/3122,393.88,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246043,L3,12/7/2007 4:36,C..
WGC,2007,11,30,9,43,36,11/30/2007 1:43,2007.913439,7/1/3122,403.25,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246044,L3,12/7/2007 4:51,.S.
WGC,2007,11,30,22,3,37,11/30/2007 14:03,2007.914847,8/1/3122,388.76,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246045,L3,12/7/2007 5:06,...
WGC,2007,12,1,9,43,36,12/1/2007 1:43,2007.916179,9/1/3122,393.83,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246046,L3,12/7/2007 5:21,.S.
WGC,2007,12,1,22,3,34,12/1/2007 14:03,2007.917587,10/1/3122,391.07,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246047,L3,12/7/2007 5:35,...
WGC,2007,12,2,9,43,31,12/2/2007 1:43,2007.918918,11/1/3122,400.09,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246048,L3,12/7/2007 5:50,.S.
WGC,2007,12,2,22,3,32,12/2/2007 14:03,2007.920326,12/1/3122,388.03,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246049,L3,12/7/2007 6:05,...
WGC,2007,12,3,20,34,55,12/3/2007 12:34,2007.922897,1/1/3148,390.9,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246761,L3,12/13/2007 2:10,...
WGC,2007,12,3,22,7,14,12/3/2007 14:07,2007.923073,2/1/3148,389.09,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246762,L3,12/13/2007 2:25,...
WGC,2007,12,4,9,43,49,12/4/2007 1:43,2007.924398,3/1/3148,396.48,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246763,L3,12/13/2007 2:40,.S.
WGC,2007,12,4,22,3,52,12/4/2007 14:03,2007.925806,4/1/3148,394.84,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246764,L3,12/13/2007 2:54,...
WGC,2007,12,5,9,43,51,12/5/2007 1:43,2007.927138,5/1/3148,398.54,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246765,L3,12/13/2007 3:09,.S.
WGC,2007,12,5,22,3,54,12/5/2007 14:03,2007.928546,6/1/3148,399.87,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246766,L3,12/13/2007 3:24,...
WGC,2007,12,6,9,43,51,12/6/2007 1:43,2007.929878,7/1/3148,404.66,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246767,L3,12/13/2007 3:39,.S.
WGC,2007,12,6,22,3,52,12/6/2007 14:03,2007.931286,8/1/3148,419.13,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246768,L3,12/13/2007 3:53,...
WGC,2007,12,7,9,43,55,12/7/2007 1:43,2007.932618,9/1/3148,396.53,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246769,L3,12/13/2007 4:08,.S.
WGC,2007,12,7,18,54,15,12/7/2007 10:54,2007.933665,10/1/3148,394.6,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246770,L3,12/13/2007 4:23,.S.
WGC,2007,12,7,18,59,22,12/7/2007 10:59,2007.933675,11/1/3148,393.29,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246771,L3,12/13/2007 4:38,.S.
WGC,2007,12,7,19,4,29,12/7/2007 11:04,2007.933684,12/1/3148,393.47,-999.999,38.2645,-121.4904,91.1,2,89.1,C,246772,L3,12/13/2007 4:53,.S.
WGC,2007,12,10,19,41,27,12/10/2007 11:41,2007.941974,1/1/3006,405.11,-999.999,38.2645,-121.4904,91.1,2,89.1,C,247200,L3,12/20/2007 2:03,.S.
WGC,2007,12,10,22,4,1,12/10/2007 14:04,2007.942245,2/1/3006,399.3,-999.999,38.2645,-121.4904,91.1,2,89.1,C,247201,L3,12/20/2007 2:18,...
WGC,2007,12,11,9,44,1,12/11/2007 1:44,2007.943577,3/1/3006,391.29,-999.999,38.2645,-121.4904,91.1,2,89.1,C,247202,L3,12/20/2007 2:33,.S.
WGC,2007,12,11,22,3,57,12/11/2007 14:03,2007.944985,4/1/3006,389.5,-999.999,38.2645,-121.4904,91.1,2,89.1,C,247203,L3,12/20/2007 2:48,...
WGC,2007,12,12,9,43,56,12/12/2007 1:43,2007.946316,5/1/3006,400.62,-999.999,38.2645,-121.4904,91.1,2,89.1,C,247204,L3,12/20/2007 3:03,.S.
WGC,2007,12,12,22,3,55,12/12/2007 14:03,2007.947724,6/1/3006,410.65,-999.999,38.2645,-121.4904,91.1,2,89.1,C,247205,L3,12/20/2007 3:17,...
WGC,2007,12,13,9,43,55,12/13/2007 1:43,2007.949056,7/1/3006,411.04,-999.999,38.2645,-121.4904,91.1,2,89.1,C,247206,L3,12/20/2007 3:32,.S.
WGC,2007,12,13,22,3,56,12/13/2007 14:03,2007.950464,8/1/3006,400.11,-999.999,38.2645,-121.4904,91.1,2,89.1,C,247207,L3,12/20/2007 3:47,...
WGC,2007,12,14,9,43,54,12/14/2007 1:43,2007.951796,9/1/3006,406.07,-999.999,38.2645,-121.4904,91.1,2,89.1,C,247208,L3,12/20/2007 4:02,.S.
WGC,2007,12,14,22,3,57,12/14/2007 14:03,2007.953204,10/1/3006,421.41,-999.999,38.2645,-121.4904,91.1,2,89.1,C,247209,L3,12/20/2007 4:17,...
WGC,2007,12,15,9,43,53,12/15/2007 1:43,2007.954536,11/1/3006,433.31,-999.999,38.2645,-121.4904,91.1,2,89.1,C,247210,L3,12/20/2007 4:31,.S.
WGC,2007,12,15,22,3,55,12/15/2007 14:03,2007.955944,12/1/3006,405.35,-999.999,38.2645,-121.4904,91.1,2,89.1,C,247211,L3,12/20/2007 4:46,...
WGC,2007,12,17,20,20,2,12/17/2007 12:20,2007.961225,1/1/3040,407.84,-999.999,38.2645,-121.4904,91.1,2,89.1,C,247395,L3,12/29/2007 1:15,...
WGC,2007,12,17,22,4,34,12/17/2007 14:04,2007.961424,2/1/3040,401.89,-999.999,38.2645,-121.4904,91.1,2,89.1,C,247396,L3,12/29/2007 1:30,...
WGC,2007,12,18,9,44,32,12/18/2007 1:44,2007.962756,3/1/3040,406.98,-999.999,38.2645,-121.4904,91.1,2,89.1,C,247397,L3,12/29/2007 1:45,.S.
WGC,2007,12,20,9,40,31,12/20/2007 1:40,2007.968228,7/1/3040,396.79,-999.999,38.2645,-121.4904,91.1,2,89.1,A,247401,L3,12/29/2007 2:44,.S.
WGC,2007,12,20,19,30,56,12/20/2007 11:30,2007.969351,4/1/3040,388.95,-999.999,38.2645,-121.4904,486,2,484,A,247398,L3,12/29/2007 2:00,.S.
