Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),1998,1998,100 g/ha,21925,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),1998,1998,t,21008609,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),1999,1999,ha,8738890,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),1999,1999,100 g/ha,23239,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),1999,1999,t,20308324,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2000,2000,ha,8758969,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2000,2000,100 g/ha,23146,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2000,2000,t,20273748,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2001,2001,ha,9435004,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2001,2001,100 g/ha,24370,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2001,2001,t,22992665.49,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2002,2002,ha,8784433,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2002,2002,100 g/ha,25399,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2002,2002,t,22311443.72,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2003,2003,ha,9157281,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2003,2003,100 g/ha,26032,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2003,2003,t,23838250.55,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2004,2004,ha,9250010,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2004,2004,100 g/ha,26624,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2004,2004,t,24626776.16,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2005,2005,ha,8221028,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2005,2005,100 g/ha,27500,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2005,2005,t,22607467.06,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2006,2006,ha,8853732,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2006,2006,100 g/ha,28538,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2006,2006,t,25267168.41,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2007,2007,ha,9063036,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2007,2007,100 g/ha,29877,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2007,2007,t,27077762.3,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2008,2008,ha,9170445,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2008,2008,100 g/ha,30529,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2008,2008,t,27996652.84,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2009,2009,ha,8058159,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2009,2009,100 g/ha,29574,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2009,2009,t,23830831.13,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2010,2010,ha,8973798,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2010,2010,100 g/ha,29928,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2010,2010,t,26856972.73,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2011,2011,ha,7946221,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2011,2011,100 g/ha,26809,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2011,2011,t,21302681.14,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2012,2012,ha,8815050,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2012,2012,100 g/ha,29389,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2012,2012,t,25906700,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2013,2013,ha,9122906,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2013,2013,100 g/ha,29197,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2013,2013,t,26636197.36,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2014,2014,ha,8940736,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2014,2014,100 g/ha,30259,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2014,2014,t,27054022.1,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2015,2015,ha,8974841,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2015,2015,100 g/ha,31590,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2015,2015,t,28351518.9,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2016,2016,ha,9552417,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2016,2016,100 g/ha,33813,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2016,2016,t,32300008.77,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2017,2017,ha,9287089,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2017,2017,100 g/ha,34374,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2017,2017,t,31923513.78,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2018,2018,ha,9064709,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2018,2018,100 g/ha,34372,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2018,2018,t,31157243.3,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2019,2019,ha,8519302,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2019,2019,100 g/ha,36449,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2019,2019,t,31051991.55,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2020,2020,ha,9070700,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2020,2020,100 g/ha,34668,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2020,2020,t,31446129.05,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2021,2021,ha,9066750,A,Official figure,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2021,2021,100 g/ha,34971,A,Official figure,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2021,2021,t,31707725,A,Official figure,
QCL,Crops and livestock products,13,Central America,5312,Area harvested,112,Maize (corn),2022,2022,ha,8684168,E,Estimated value,
QCL,Crops and livestock products,13,Central America,5419,Yield,112,Maize (corn),2022,2022,100 g/ha,35372,E,Estimated value,
QCL,Crops and livestock products,13,Central America,5510,Production,112,Maize (corn),2022,2022,t,30717767.85,E,Estimated value,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1961,1961,ha,11879155,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1961,1961,100 g/ha,13734,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1961,1961,t,16314418,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1962,1962,ha,12433292,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1962,1962,100 g/ha,13934,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1962,1962,t,17323969,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1963,1963,ha,12873933,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1963,1963,100 g/ha,13452,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1963,1963,t,17318192,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1964,1964,ha,13573553,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1964,1964,100 g/ha,12947,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1964,1964,t,17573698,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1965,1965,ha,14469884,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1965,1965,100 g/ha,13963,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1965,1965,t,20204233,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1966,1966,ha,14578867,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1966,1966,100 g/ha,14732,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1966,1966,t,21477754,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1967,1967,ha,15560234,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1967,1967,100 g/ha,15822,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1967,1967,t,24619722,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1968,1968,ha,15621586,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1968,1968,100 g/ha,14390,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1968,1968,t,22479692,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1969,1969,ha,15817017,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1969,1969,100 g/ha,14304,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1969,1969,t,22625311,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1970,1970,ha,16489311,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1970,1970,100 g/ha,16356,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1970,1970,t,26969852,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1971,1971,ha,17273130,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1971,1971,100 g/ha,15870,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1971,1971,t,27412929,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1972,1972,ha,16176727,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1972,1972,100 g/ha,14747,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1972,1972,t,23855674,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1973,1973,ha,15854742,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1973,1973,100 g/ha,17013,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1973,1973,t,26973049,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1974,1974,ha,16553804,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1974,1974,100 g/ha,17841,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1974,1974,t,29533105,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1975,1975,ha,16340584,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1975,1975,100 g/ha,16778,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1975,1975,t,27416694,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1976,1976,ha,16286137,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1976,1976,100 g/ha,16615,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1976,1976,t,27058951,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1977,1977,ha,16830924,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1977,1977,100 g/ha,18550,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1977,1977,t,31222188,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1978,1978,ha,16196802,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1978,1978,100 g/ha,16432,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1978,1978,t,26613799,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1979,1979,ha,16462989,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1979,1979,100 g/ha,17378,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1979,1979,t,28609750,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1980,1980,ha,16256500,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1980,1980,100 g/ha,18579,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1980,1980,t,30203374,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1981,1981,ha,17221685,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1981,1981,100 g/ha,21914,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1981,1981,t,37738912,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1982,1982,ha,18052845,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1982,1982,100 g/ha,19466,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1982,1982,t,35141301,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1983,1983,ha,15785740,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1983,1983,100 g/ha,19735,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1983,1983,t,31153347,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1984,1984,ha,17298743,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1984,1984,100 g/ha,20087,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1984,1984,t,34748816,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1985,1985,ha,17466290,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1985,1985,100 g/ha,21936,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1985,1985,t,38314330,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1986,1986,ha,18472219,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1986,1986,100 g/ha,20281,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1986,1986,t,37463130,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1987,1987,ha,19271173,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1987,1987,100 g/ha,21275,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1987,1987,t,40999380,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1988,1988,ha,18483031,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1988,1988,100 g/ha,21112,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1988,1988,t,39020645,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1989,1989,ha,17372191,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1989,1989,100 g/ha,21137,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1989,1989,t,36719474,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1990,1990,ha,15605941,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1990,1990,100 g/ha,20384,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1990,1990,t,31810477,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1991,1991,ha,17650400,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1991,1991,100 g/ha,20727,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1991,1991,t,36583883,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1992,1992,ha,18310837,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1992,1992,100 g/ha,25199,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1992,1992,t,46140830,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1993,1993,ha,17061691,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1993,1993,100 g/ha,27222,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1993,1993,t,46445737.8,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1994,1994,ha,18839045,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1994,1994,100 g/ha,25689,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1994,1994,t,48395499,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1995,1995,ha,19150542,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1995,1995,100 g/ha,27950,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1995,1995,t,53524843.04,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1996,1996,ha,17229720,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1996,1996,100 g/ha,26700,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1996,1996,t,46003010.45,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1997,1997,ha,18719933,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1997,1997,100 g/ha,29156,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1997,1997,t,54580392.2,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1998,1998,ha,16162760,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1998,1998,100 g/ha,33735,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1998,1998,t,54524282.79,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),1999,1999,ha,16684274,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),1999,1999,100 g/ha,30925,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),1999,1999,t,51596515.48,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2000,2000,ha,17703915,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2000,2000,100 g/ha,31544,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2000,2000,t,55845352,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2001,2001,ha,18048666,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2001,2001,100 g/ha,35812,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2001,2001,t,64635270,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2002,2002,ha,16892026,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2002,2002,100 g/ha,34225,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2002,2002,t,57812451,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2003,2003,ha,18147392,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2003,2003,100 g/ha,39569,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2003,2003,t,71807840,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2004,2004,ha,17769692,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2004,2004,100 g/ha,36962,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2004,2004,t,65680470,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2005,2005,ha,17361691,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2005,2005,100 g/ha,37288,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2005,2005,t,64738564,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2006,2006,ha,18357932,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2006,2006,100 g/ha,36559,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2006,2006,t,67114950.29,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2007,2007,ha,20142139,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2007,2007,100 g/ha,42067,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2007,2007,t,84732603.5,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2008,2008,ha,21638514,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2008,2008,100 g/ha,42876,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2008,2008,t,92777877,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2009,2009,ha,19606747,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2009,2009,100 g/ha,38053,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2009,2009,t,74608785,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2010,2010,ha,19057196,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2010,2010,100 g/ha,47418,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2010,2010,t,90366180.88,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2011,2011,ha,20632973,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2011,2011,100 g/ha,44436,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2011,2011,t,91684910.6,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2012,2012,ha,21758327,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2012,2012,100 g/ha,48442,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2012,2012,t,105401473.3,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2013,2013,ha,24147717,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2013,2013,100 g/ha,52480,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2013,2013,t,126726708.4,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2014,2014,ha,23861933,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2014,2014,100 g/ha,52903,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2014,2014,t,126237235,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2015,2015,ha,23431330,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2015,2015,100 g/ha,57059,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2015,2015,t,133695947.2,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2016,2016,ha,23496484,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2016,2016,100 g/ha,49918,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2016,2016,t,117289208.9,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2017,2017,ha,27085204,A,Official figure,
QCL,Crops and livestock products,5,South America,5419,Yield,112,Maize (corn),2017,2017,100 g/ha,59297,A,Official figure,
QCL,Crops and livestock products,5,South America,5510,Production,112,Maize (corn),2017,2017,t,160606646.4,A,Official figure,
QCL,Crops and livestock products,5,South America,5312,Area harvested,112,Maize (corn),2018,2018,ha,26556395,A,Official figure,
